id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,minted_market_cap,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
4642,Hedera,HBAR,hedera,418,2019-09-17T00:00:00.000Z,"['dag', 'marketplace', 'enterprise-solutions', 'payments', 'dcg-portfolio', 'hedera-hashgraph-ecosystem', 'real-world-assets-protocols', 'layer-1', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'iso-20022']",50000000000.0,43003138665.62324,50000000000.0,False,5124046380.05,,22,,,,2026-02-14T10:55:00.000Z,0.10248092760096238,210116949.64870128,65.8891,-0.09451997,9.54501325,17.52249546,-15.51713231,-11.12193958,-33.46176139,4407001540.205881,0.1851,5124046380.05,,2026-02-14T10:55:00.000Z,,,,,,2026-02-14 11:56:19.316279
2,Litecoin,LTC,litecoin,1505,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'privacy', 'layer-1', '2017-2018-alt-season', 'made-in-america', 'binance-ecosystem', 'binance-listing']",84000000.0,76848201.98347135,84000000.0,False,4649947882.82,,23,,,,2026-02-14T10:55:00.000Z,55.35652241449169,334329586.81155044,9.6582,-0.51936004,3.68658323,3.99899853,-26.85460563,-29.55137904,-45.83825136,4254049215.611417,0.1787,4649947882.82,,2026-02-14T10:55:00.000Z,,,,,,2026-02-14 11:56:19.316279
27772,PayPal USD,PYUSD,paypal-usd,152,2023-08-21T14:30:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'stellar-ecosystem', 'usd-stablecoin', 'fiat-stablecoin']",,4029457472.036457,4029457472.036457,False,4028054353.59,,24,,,,2026-02-14T10:55:00.000Z,0.9996517847742665,217949257.59227273,-16.0622,0.00491143,-0.0158505,-0.0054776,0.00404585,-0.00359707,-0.00165928,4028054353.5932484,0.1692,4028054353.59,,2026-02-14T10:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6c3ea9036406852006290770bedfcaba0e23a0e8,2026-02-14 11:56:19.316279
5805,Avalanche,AVAX,avalanche,1057,2020-07-13T00:00:00.000Z,"['smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'real-world-assets-protocols', 'layer-1', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",715748719.0,431771961.1772119,463441061.1772119,False,4281817162.63,,25,,,,2026-02-14T10:55:00.000Z,9.239183838722996,205700671.56023785,-20.7147,-0.11049877,3.9499138,3.0201385,-35.70267764,-25.06738639,-41.54264631,3989220525.7222285,0.1675,6612933997.17,,2026-02-14T10:55:00.000Z,,,,,,2026-02-14 11:56:19.316279
5994,Shiba Inu,SHIB,shiba-inu,1043,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel', 'bnb-chain-ecosystem', 'base-ecosystem', 'animal-memes', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem']",589552695333683.0,589243878810313.1,589500416320104.5,False,3787816831.4,,26,589551575078137.0,3788145550.4334364,,2026-02-14T10:56:00.000Z,6.425469306788587e-06,138015555.8645705,5.1842,-0.25978677,5.26956802,6.40917914,-25.11271152,-18.96123844,-30.01836288,3786168457.508721,159,3788152748.6,,2026-02-14T10:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,2026-02-14 11:56:19.316279
20947,Sui,SUI,sui,898,2022-07-12T08:03:11.000Z,"['binance-launchpool', 'coinbase-ventures-portfolio', 'binance-labs-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', 'sui-ecosystem', 'layer-1', 'move-vm', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",10000000000.0,3846172527.4296656,10000000000.0,False,9842563839.84,,27,3846172527.43,3785619864.026828,,2026-02-14T10:55:00.000Z,0.9842563839839933,560872537.6085451,2.5399,-0.46054239,6.03591605,1.0037984,-46.45389289,-34.06462793,-44.49131256,3785619864.026499,159,9842563839.84,,2026-02-14T10:55:00.000Z,,,,,,2026-02-14 11:56:19.316279
11419,Toncoin,TON,toncoin,855,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem', 'cmc-crypto-yearbook-2024-2025', 'binance-ecosystem', 'binance-listing']",,2450182219.660239,5154105387.188428,True,7666461733.07,,28,,,,2026-02-14T10:55:00.000Z,1.4874476086820043,92730871.45910399,2.5459,1.22180524,5.61812134,10.73108777,-16.54951055,-2.40505652,-19.89854036,3644517683.468788,0.1531,7666461733.07,,2026-02-14T10:55:00.000Z,,,,,,2026-02-14 11:56:19.316279
3635,Cronos,CRO,cronos,339,2018-12-14T00:00:00.000Z,"['medium-of-exchange', 'centralized-exchange', 'mobile', 'payments', 'layer-1']",100000000000.0,39861918808.77855,98395252762.70354,False,8021908030.94,,29,97393210558.0,7940214146.489289,,2026-02-14T10:55:00.000Z,0.08152738882923159,21827148.77699904,56.6312,0.19579573,6.32099917,5.41045128,-20.30906192,-14.95634447,-29.88370477,3249838154.202549,0.1365,8152738882.92,,2026-02-14T10:55:00.000Z,,,,,,2026-02-14 11:56:19.316279
33251,World Liberty Financial,WLFI,world-liberty-financial-wlfi,420,2024-10-01T02:34:47.000Z,"['defi', 'ethereum-ecosystem', 'solana-ecosystem', 'bnb-chain-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'wlfi-ecosystem']",100000000000.0,26743737086.0,100000000000.0,False,10395693487.36,,30,,,,2026-02-14T10:55:00.000Z,0.1039569348735894,125753766.79849088,-1.6213,-0.27858085,0.11887072,4.14765795,-39.31337922,-22.07976186,-29.51130503,2780196934.5256996,0.1168,10395693487.36,,2026-02-14T10:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdA5e1988097297dCdc1f90D4dFE7909e847CBeF6,2026-02-14 11:56:19.316279
5176,Tether Gold,XAUt,tether-gold,346,2020-02-07T00:00:00.000Z,"['ethereum-ecosystem', 'tokenized-gold', 'real-world-assets-protocols', 'tokenized-assets', 'tokenized-commodities']",,520825.641698,712747089,False,3559742108.95,,31,48450.0,241978547.28581718,0.72181643,2026-02-14T10:55:00.000Z,4994.39726080118,364320047.5770475,-50.1693,-0.08601211,1.01678531,1.62220137,8.30375822,16.73333946,22.42979248,2601210158.251508,0.1092,3559742108.95,3603700411.0,2026-02-14T10:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x68749665FF8D2d112Fa859AA293F07A622782F38,2026-02-14 11:56:19.316279
4705,PAX Gold,PAXG,pax-gold,360,2019-09-26T00:00:00.000Z,"['ethereum-ecosystem', 'tokenized-gold', 'real-world-assets-protocols', 'binance-ecosystem', 'binance-listing', 'tokenized-assets', 'tokenized-commodities']",,459009975,459009975,True,2305996902.59,,32,,,,2026-02-14T10:55:00.000Z,5023.849215020098,186641004.7924753,-50.0545,-0.06644016,1.06495626,1.47149808,8.60913863,17.11115914,22.50991012,2305996902.5901446,0.0968,2305996902.59,,2026-02-14T10:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x45804880de22913dafe09f4980848ece6ecbaf78,2026-02-14 11:56:19.316279
6636,Polkadot,DOT,polkadot-new,1025,2020-08-19T00:00:00.000Z,"['defi', 'ethereum-ecosystem', 'substrate', 'polkadot', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'heco-ecosystem', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'arbitrum-ecosystem', 'spartan-group', 'optimism-ecosystem', 'osmosis-ecosystem', 'base-ecosystem', 'gnosis-chain-ecosystem', 'binance-ecosystem', 'binance-listing']",2100000000.0,1665258551.1040277,1665258551.1040277,False,2260432198.16,,33,,,,2026-02-14T10:56:00.000Z,1.3574061497302696,99289002.9251011,0.26,-0.54327977,5.97779762,2.19459401,-38.38627931,-29.43058005,-53.0626468,2260432198.159526,0.0949,2850552914.43,,2026-02-14T10:56:00.000Z,,,,,,2026-02-14 11:56:19.316279
7083,Uniswap,UNI,uniswap,1405,2020-09-17T00:00:00.000Z,"['decentralized-exchange-dex-token', 'defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'amm', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'paradigm-portfolio', 'polygon-ecosystem', 'terra-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'cmc-crypto-awards-2024', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'hoo-smart-chain-ecosystem', 'made-in-america', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'unichain-ecosystem']",,634193562.7465303,898828420.0366303,False,3117814079.42,,34,,,0.69999059,2026-02-14T10:56:00.000Z,3.4687533348025363,323690811.0844312,-5.1426,-0.64687714,4.30716078,0.7155468,-37.26431934,-32.14560145,-55.82657811,2199861035.6873283,0.0924,3117814079.42,3142700873.0,2026-02-14T10:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,2026-02-14 11:56:19.316279
27075,Mantle,MNT,mantle,219,2023-07-17T11:00:31.000Z,"['ethereum-ecosystem', 'layer-2', 'dwf-labs-portfolio', 'mantle-ecosystem', 'made-in-china', 'neobank']",6219316795.0,3252944055.6368403,6219316794.889999,False,4034296727.85,,35,3252944055.64,2110093759.867052,,2026-02-14T10:55:00.000Z,0.6486720102697561,30225807.78228506,-15.0225,0.18121914,6.10399548,3.68110269,-33.12410242,-48.47833247,-46.63579876,2110093759.8650024,0.0886,4034296727.92,,2026-02-14T10:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x3c3a81e81dc49a522a592e7622a7e711c06bf354,2026-02-14 11:56:19.316279
22974,Bittensor,TAO,bittensor,244,2023-03-06T05:20:00.000Z,"['ai-big-data', 'distributed-computing', 'oracles', 'dao', 'polychain-capital-portfolio', 'dcg-portfolio', 'open-source', 'generative-ai', 'layer-1', 'depin', 'cmc-crypto-yearbook-2024-2025', 'binance-ecosystem', 'binance-listing', 'bittensor-ecosystem', 'robotics']",21000000.0,10665750.03971366,21000000.0,False,4116287955.95,,36,,,,2026-02-14T10:55:00.000Z,196.01371218822672,267782389.26996374,145.4054,-3.53302569,24.94007025,19.80857717,-30.9476193,-26.00864453,-43.24849056,2090633258.5560012,0.0878,4116287955.95,,2026-02-14T10:55:00.000Z,22974.0,Bittensor,TAO,bittensor,0,2026-02-14 11:56:19.316279
7278,Aave,AAVE,aave,1252,2020-10-02T00:00:00.000Z,"['defi', 'dao', 'ethereum-ecosystem', 'yield-farming', 'three-arrows-capital-portfolio', 'governance', 'heco-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'lending-borowing', 'blockchain-capital-portfolio', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'pantera-capital-portfolio', 'parafi-capital', 'polygon-ecosystem', 'fantom-ecosystem', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'optimism-ecosystem', 'standard-crypto-portfolio', 'gnosis-chain-ecosystem', 'sora-ecosystem', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,15327717.29448429,16000000.0,False,2038151925.8,,37,,,0.07017804,2026-02-14T10:55:00.000Z,127.38449536242763,370899257.91594017,-20.2907,0.41917848,12.56286066,15.13900225,-26.89637787,-32.30501504,-29.61853912,1952513532.6158357,82,2038151925.8,27822287639.0,2026-02-14T10:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x7Fc66500c84A76Ad7e9c93437bFc5Ac33E2DDaE9,2026-02-14 11:56:19.316279
36341,Aster,ASTER,aster,416,2025-04-25T06:46:11.000Z,"['decentralized-exchange-dex-token', 'defi', 'derivatives', 'dex', 'bnb-chain-ecosystem', 'binance-ecosystem', 'binance-listing', 'perp-dex-coins', 'made-in-china']",8000000000.0,2476232867.356448,7822985112.446448,False,5618350939.28,,38,,,,2026-02-14T10:56:00.000Z,0.7181850481015499,152021123.52021998,-32.7163,0.7346438,0.64120093,34.09846489,-3.5949733,-12.18962577,-42.78197409,1778393420.9530296,0.0747,5745480384.81,,2026-02-14T10:56:00.000Z,1839.0,BNB Smart Chain (BEP20),BNB,bnb,0x000Ae314E2A2172a039B26378814C252734f556A,2026-02-14 11:56:19.316279
35491,MemeCore,M,memecore,110,2025-07-03T09:16:58.000Z,"['memes', 'bnb-chain-ecosystem', 'layer-1', 'binance-alpha', 'binance-alpha-airdrops', 'binance-ecosystem', 'binance-listing']",10000000000.0,1268239522.5188727,5335571699.352259,False,7338538441.69,,39,,,,2026-02-14T10:56:00.000Z,1.375398711740549,8913958.20143016,-8.2005,-0.00114348,-2.3712599,-18.68232512,-12.92532615,-18.40161526,-37.75647264,1744335005.4509065,0.0733,13753987117.41,,2026-02-14T10:56:00.000Z,1839.0,BNB Smart Chain (BEP20),BNB,bnb,0x22b1458e780f8fa71e2f84502cee8b5a3cc731fa,2026-02-14 11:56:19.316279
11092,Bitget Token,BGB,bitget-token-new,45,2021-07-29T00:00:00.000Z,"['centralized-exchange', 'ethereum-ecosystem', 'made-in-china']",919992035.98,699551758.3195343,916931610.9787906,False,2216048033.93,,40,,,,2026-02-14T10:56:00.000Z,2.416808415582007,23219259.20565974,20.2138,0.32764766,3.05781006,-8.53607166,-35.16418067,-31.87995049,-37.96942174,1690682576.641841,71,2223444494.82,,2026-02-14T10:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0x54D2252757e1672EEaD234D27B1270728fF90581,2026-02-14 11:56:19.316279
3897,OKB,OKB,okb,200,2019-04-30T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'discount-token', 'ethereum-ecosystem', 'alameda-research-portfolio', 'x1-ecosystem', 'okexchain-ecosystem', 'x-layer-ecosystem', 'xlayer-ecosystem', 'made-in-china']",21000000.0,21000000.0,21000000.0,False,1672886541.31,,41,246638974.0,19647572388.86804,,2026-02-14T10:56:00.000Z,79.6612638717352,27868975.22336479,26.6674,0.09346824,5.62121652,7.10868097,-30.61927093,-25.8363018,-31.13466531,1672886541.3064392,0.0703,1672886541.31,,2026-02-14T10:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0x75231f58b43240c9718dd58b4967c5114342a86c,2026-02-14 11:56:19.316279
24478,Pepe,PEPE,pepe,650,2023-04-17T06:18:08.000Z,"['memes', 'ethereum-ecosystem', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem']",413772501517365.8,413772501517365.8,413772501517365.8,False,1586767811.51,,42,,,,2026-02-14T10:56:00.000Z,3.834879808807312e-06,292045482.17471933,3.2701,0.01178324,3.8363787,1.41732145,-36.13716134,-5.58851639,-23.44043616,1586767811.508639,0.0666,1586767811.51,,2026-02-14T10:56:00.000Z,1027.0,Ethereum,ETH,ethereum,0x6982508145454ce325ddbe47a25d4ec3d2311933,2026-02-14 11:56:19.316279
33038,Sky,SKY,sky,207,2024-09-18T13:25:16.000Z,"['store-of-value', 'defi', 'dao', 'ethereum-ecosystem', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosystem', 'spartan-group', 'bnb-chain-ecosystem', 'bitcoin-ecosystem', 'real-world-assets-protocols', 'standard-crypto-portfolio', 'binance-ecosystem', 'binance-listing']",23462665147.0,23000616948.843285,23462665147.365967,False,1612814257.28,,43,,,,2026-02-14T10:55:00.000Z,0.06873960170980242,21556171.33330636,61.7434,-0.14286183,3.2461911,8.7354923,14.34226205,19.52146822,34.56291327,1581053248.1432185,0.0664,1612814257.26,,2026-02-14T10:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0x56072C95FAA701256059aa122697B133aDEd9279,2026-02-14 11:56:19.316279
33793,Global Dollar,USDG,global-dollar-usdg,43,2024-11-05T04:54:47.000Z,"['stablecoin', 'usd-stablecoin']",,1572130361.3384,1572130361.3384,False,1571755038.04,,44,10750140.0,10747573.560164945,,2026-02-14T10:55:00.000Z,0.9997612645198057,16133467.36498593,-46.5467,0.00424794,-0.01058508,-0.00538175,0.00450347,-0.00342834,-0.00966033,1571755038.0416577,66,1571755038.04,,2026-02-14T10:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xe343167631d89B6Ffc58B88d6b7fB0228795491D,2026-02-14 11:56:19.316279
34387,Ripple USD,RLUSD,ripple-usd,80,2024-12-18T07:22:18.000Z,"['stablecoin', 'usd-stablecoin', 'fiat-stablecoin', 'binance-ecosystem', 'binance-listing']",,1521941118.1274965,1521941118.1274965,True,1521672636.76,,45,53100129.55,53090762.30479946,,2026-02-14T10:55:00.000Z,0.9998235927994918,95271722.1020968,-29.6803,-0.00716869,-0.01589945,-0.02339441,0.01709481,-0.01624416,0.01534287,1521672636.7555094,0.0639,1521672636.76,,2026-02-14T10:55:00.000Z,52.0,XRP Ledger,XRP,xrp,524C555344000000000000000000000000000000.rMxCKbEDwqr76QuheSUMdEGf4B9xJ8m5De,2026-02-14 11:56:19.316279
35697,Pi,PI,pi,69,2025-02-11T07:16:10.000Z,"['layer-1', 'mobile-mining']",100000000000.0,9012775059.803919,100000000000.0,False,15732286917.09,,46,9012775059.8,1417915631.5997758,,2026-02-14T10:55:00.000Z,0.1573228691709122,29853197.32949554,87.6262,1.01915262,6.24445911,9.58986483,-24.23964622,-19.66097262,-31.12852563,1417915631.6003923,0.0595,15732286917.09,,2026-02-14T10:55:00.000Z,,,,,,2026-02-14 11:56:19.316279
1321,Ethereum Classic,ETC,ethereum-classic,701,2016-07-24T00:00:00.000Z,"['mineable', 'pow', 'ethash', 'platform', 'smart-contracts', 'dcg-portfolio', 'layer-1', '2017-2018-alt-season', 'ethereum-classic-ecosystem', 'binance-ecosystem', 'binance-listing']",210700000.0,155526701.49129134,210700000.0,False,1831496891.58,,47,,,,2026-02-14T10:55:00.000Z,8.692438972841526,78047368.32372583,8506,-0.4322417,5.18112175,2.03700718,-32.99955295,-29.74673088,-43.12897817,1351906361.3603911,0.0568,1831496891.58,,2026-02-14T10:55:00.000Z,,,,,,2026-02-14 11:56:19.316279
21159,Ondo,ONDO,ondo-finance,408,2024-01-18T12:06:25.000Z,"['ethereum-ecosystem', 'real-world-assets-protocols', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing']",,4869330647.0,10000000000.0,False,2771045176.72,,48,,,0.51366195,2026-02-14T10:55:00.000Z,0.2771045176721666,53806698.67998178,9.7019,-0.73511007,8.71066837,11.5326455,-29.37537137,-32.42922051,-53.00178798,1349313520.3232338,0.0567,2771045176.72,2626851226.0,2026-02-14T10:55:00.000Z,1027.0,Ethereum,ETH,ethereum,0xfaba6f8e4a5e8ab82f62fe7c39859fa577269be3,2026-02-14 11:56:19.316279
6535,NEAR Protocol,NEAR,near-protocol,619,2020-08-11T00:00:00.000Z,"['platform', 'ai-big-data', 'staking', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'arrington-xrp-capital-portfolio', 'coinfund-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'kenetic-capital-portfolio', 'near-protocol-ecosystem', 'cross-chain', 'circle-ventures-portfolio', 'layer-1', 'alleged-sec-securities', 'modular-blockchain', 'account-abstraction', 'data-availability', 'cmc-crypto-yearbook-2024-2025', 'made-in-america', 'binance-ecosystem', 'binance-listing']",,1287739280.0,1287739280.0,False,1339289577.63,,49,1209202633.0,1257608980.9248934,,2026-02-14T10:55:00.000Z,1.04003162629972,124088480.619227,-17836,-0.34152621,5.48103489,-0.54619781,-41.75703504,-32.70014398,-59.01542754,1339289577.6284306,0.0562,1339289577.63,,2026-02-14T10:55:00.000Z,,,,,,2026-02-14 11:56:19.316279
8916,Internet Computer,ICP,internet-computer,402,2021-03-23T00:00:00.000Z,"['platform', 'ai-big-data', 'smart-contracts', 'polychain-capital-portfolio', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'icp-ecosystem', 'internet-computer-ecosystem', 'layer-1', 'alleged-sec-securities', 'depin', 'binance-ecosystem', 'binance-listing']",,548953214.9293023,548953214.9293023,True,1325330356.18,,50,,,,2026-02-14T10:55:00.000Z,2.4142865368732394,63484728.49629503,-4.7347,-0.48975756,4.70268134,0.46371698,-43.96782895,-20.37067733,-55.1535454,1325330356.1770964,0.0557,1325330356.18,,2026-02-14T10:55:00.000Z,,,,,,2026-02-14 11:56:19.316279
1,Bitcoin,BTC,bitcoin,12560,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing']",21000000.0,19989140.0,19989140.0,False,1393935814886.38,,1,,,,2026-02-14T11:08:00.000Z,69734.6566628869,36747153160.1636,-16883,0.19512606,4.16156009,2.45777152,-27.91033069,-19.76803598,-27.56321077,1393935814886.3792,58.4485,1464427789920.62,,2026-02-14T11:08:00.000Z,,,,,,2026-02-14 12:11:19.496759
1027,Ethereum,ETH,ethereum,11566,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'ethereum-pow-ecosystem', 'layer-1', 'ftx-bankruptcy-estate', 'sora-ecosystem', 'rsk-rbtc-ecosystem', 'world-liberty-financial-portfolio', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'abstract-chain-ecosystem', 'unichain-ecosystem', 'soneium-ecosystem', 'sophon-ecosystem']",,120692467.61429045,120692467.61429045,True,250873236786.18,,2,,,,2026-02-14T11:08:00.000Z,2078.6155237783814,18611661949.07658,-5.5811,0.23330023,6.1654833,3.15562934,-38.10785257,-29.43126792,-35.59334492,250873236786.1837,10.5193,250873236786.18,,2026-02-14T11:08:00.000Z,,,,,,2026-02-14 12:11:19.496759
825,Tether USDt,USDT,tether,171213,2015-02-25T00:00:00.000Z,"['stablecoin', 'asset-backed-stablecoin', 'usd-stablecoin', 'ethereum-pow-ecosystem', 'fiat-stablecoin', 'tron20-ecosystem', 'rsk-rbtc-ecosystem', 'venom-ecosystem', 'world-liberty-financial-portfolio', 'binance-ecosystem', 'binance-listing', 'peaq-ecosystem', 'apertum-ecosystem', 'etherlink-ecosystem', 'duckchain-ecosystem', 'onus-ecosystem', 'sophon-ecosystem', 'zedxion-smart-chain-ecosystem', 'xlayer-ecosystem']",,183816960128.68332,187964839850.9968,True,187887136169.09,,3,,,,2026-02-14T11:08:00.000Z,0.9995866052290779,74547175558.35942,-12298,0.00976794,0.03082105,0.01132478,-0.00400566,-0.02151711,0.0147438,183740971158.55933,7.7044,187887136169.09,,2026-02-14T11:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2026-02-14 12:11:19.496759
52,XRP,XRP,xrp,1798,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'xrp-ecosystem', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate', '2017-2018-alt-season', 'klaytn-ecosystem', 'made-in-america', 'us-strategic-crypto-reserve', 'binance-ecosystem', 'binance-listing', 'iso-20022']",100000000000.0,60917315351.0,99985721048.0,False,144807803651.75,,4,,,,2026-02-14T11:08:00.000Z,1.448284836414087,2608347042.241586,-0.2462,0.03917848,5.93211463,3.44190547,-31.52015625,-24.08795158,-36.14976868,88225624097.90839,3.6994,144828483641.41,,2026-02-14T11:08:00.000Z,,,,,,2026-02-14 12:11:19.496759
1839,BNB,BNB,bnb,3134,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain-ecosystem', 'layer-1', 'alleged-sec-securities', 'celsius-bankruptcy-estate', 'binance-ecosystem', 'binance-listing', 'etherlink-ecosystem', 'made-in-china']",136359337.8,136359337.8,136359337.8,False,85609404716.8,,5,,,,2026-02-14T11:08:00.000Z,627.8220919667518,1709560224.775683,2.3906,0.08067366,4.57706028,-1.06691433,-33.14274589,-27.21265441,-33.62870917,85609404716.79698,3.5897,85609404716.8,,2026-02-14T11:08:00.000Z,,,,,,2026-02-14 12:11:19.496759
